pair_id,complexity,n_nodes_total,is_equivalent_ground_truth,set_n_applicable,set_n_detected,set_n_mr_fired,set_segura_applicable,set_segura_detected,set_segura_mr_fired,seed,timestamp
testPushFilterPastAggTwo,medium,13,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushFilterPastAggWithGroupingSets2,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushFilterPastProject,hard,19,True,1,1,distinct_idem,1,0,,22,2026-05-06T06:42:10+00:00
testPushFilterSemijoin,medium,9,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushFilterThroughSemiJoin,medium,12,True,1,1,select_push,1,0,,22,2026-05-06T06:42:10+00:00
testPushFilterWithIsNotDistinctFromPastJoin,medium,9,True,1,1,select_push,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testPushJoinCondDownToProject,medium,12,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushJoinThroughUnionOnLeft,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushJoinThroughUnionOnRight,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushMaxNullableGroupingSetsThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushMaxNullableThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushMinGroupingSetsThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushMinThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastFilter,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastFilter2,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastFilter3b,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastFilter3c,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastFullJoin,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastFullJoinStrong,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastInnerJoin,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastInnerJoinStrong,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastJoin,medium,10,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastLeftJoin,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastLeftJoinSwap,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastLeftJoinSwapStrong,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastOutJoinWithCastNonNullExpr,hard,16,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastRightJoin,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastRightJoinStrong,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastRightJoinSwap,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastRightJoinSwapStrong,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectPastSetOp,easy,3,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushProjectWithIsNotDistinctFromPastJoin,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectWithOverPastJoin1,medium,10,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectWithOverPastJoin2,medium,10,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushProjectWithOverPastJoin3,medium,10,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushSemiJoinConditions,medium,12,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushSemiJoinPastFilter,medium,12,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushSemiJoinPastJoinRuleLeft,hard,17,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushSemiJoinPastJoinRuleNotHappensJoinKeysDifferentOrigin,hard,17,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushSemiJoinPastJoinRuleRight,hard,17,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testPushSemiJoinPastProject,medium,13,True,1,1,select_push,1,0,,22,2026-05-06T06:42:10+00:00
testPushSumConstantGroupingSetsThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumConstantThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumCountStarGroupingSetsThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumCountStarThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumNullConstantGroupingSetsThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumNullConstantThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumNullableGroupingSetsThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumNullableNOGBYThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testPushSumNullableThroughUnion,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceAggregateFunctionsByGroup,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceAllAggregateFunctions,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceAverage,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceAverageAndSumWithNoReduceStddevAndVar,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceAverageAndVarWithNoReduceStddev,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceAverageWithNoReduceSum,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceCase,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceCaseNullabilityChange,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceCastAndConsts,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceCasts,hard,16,True,0,0,,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testReduceCompositeInSubQuery,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstants,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstants3,medium,10,True,1,1,select_push,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testReduceConstantsCaseEquals,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsCaseEquals2,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsCaseEquals3,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDup,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDup2,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDup3,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDup3Null,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDupNot,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDupNot2,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDupNot2Null,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsDupNotNull,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsEliminatesFilter,easy,3,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsIsNotNull,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsIsNull,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsNegated,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsNegatedInverted,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsNull,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsNullEqualsOne,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsProjectNullable,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceConstantsRequiresExecutor,easy,3,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceDynamic,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceNestedCaseWhen,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceNullableToNotNull,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceNullableToNotNull2,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceOrCaseWhen,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceValuesToEmpty,easy,2,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceValuesUnderFilter,easy,3,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceValuesUnderProject,easy,1,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceValuesUnderProjectFilter,easy,2,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testReduceWithNonTypePredicate,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRemoveDistinctOnAgg,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRemoveSemiJoin,medium,9,True,1,1,select_push,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testRemoveSemiJoinRight,medium,13,True,1,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRemoveSemiJoinRightWithFilter,hard,14,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testRemoveSemiJoinWithFilter,medium,10,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testRightEmptyAntiJoin,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightEmptyAntiJoinNonEqui,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightEmptyFullJoin,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightEmptyInnerJoin,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightEmptyLeftJoin,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightEmptyRightJoin,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightEmptySemiJoin,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testRightOuterJoinSimplificationToInner,medium,11,True,1,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSelectAnyCorrelated,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSelectNotInCorrelated,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSemiCorrelateWithLeftEmpty,easy,0,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSemiCorrelateWithRightEmpty,easy,0,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinProjectTranspose,hard,14,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinReduceConstants,hard,18,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinRule,medium,12,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinRuleExists,medium,12,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinRuleLeft,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinRuleWithHint,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinRuleWithJoinOnUniqueInput,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,medium,12,True,0,0,,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testSemiJoinTrim,hard,19,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSimplifyFilter,medium,10,True,1,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSkipReduceConstantsCaseEquals,medium,9,True,1,1,select_push,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testSome,medium,12,True,1,1,select_push,0,0,,22,2026-05-06T06:42:10+00:00
testSomeWithEquality,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSomeWithEquality2,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSomeWithNotEquality,medium,12,False,1,1,select_push,0,0,,22,2026-05-06T06:42:10+00:00
testSomeWithTwoCorrelatedSubQueries,easy,7,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSomeWithTwoSubQueries,hard,19,True,1,1,select_push,0,0,,22,2026-05-06T06:42:10+00:00
testSortJoinCopyInnerJoinOrderBy,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinCopyInnerJoinOrderByLimit,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinCopyInnerJoinOrderByTwoFields,medium,12,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinCopySemiJoinOrderBy,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinCopySemiJoinOrderByLimitOffset,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinCopySemiJoinOrderByOffset,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinTranspose1,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinTranspose2,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinTranspose4,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortJoinTranspose6,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testSortProjectTranspose1,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSortProjectTranspose2,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSortRemovalAllKeysConstant,medium,13,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSortRemovalOneKeyConstant,hard,14,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSortUnionTranspose,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSortUnionTranspose2,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSortUnionTranspose3,easy,5,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialContainsPoint,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialDWithinLine,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialDWithinReversed,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialDWithinToHilbert,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialDWithinToHilbertNegative,easy,4,False,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialDWithinToHilbertZero,easy,6,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSpatialReduce,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testStrengthenJoinType,medium,11,True,1,1,select_push,1,0,,22,2026-05-06T06:42:10+00:00
testSumAndDistinctSumWithExpandSumType,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testSwapOuterJoin,medium,9,True,0,0,,1,1,join_perm,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceAggregate,hard,15,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceComplexPredicate,medium,13,True,1,1,distinct_idem,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceConjunctInPullUp,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceJoin,medium,11,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceJoin3way,hard,16,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceJoin3wayAgg,hard,20,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceLeftOuterJoin,medium,13,True,1,1,select_push,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceProject,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferencePullUpThruAlias,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceRightOuterJoin,medium,13,True,1,1,select_push,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceUnion,medium,9,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceUnion3way,medium,9,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testTransitiveInferenceUnionAlwaysTrue,medium,13,True,0,0,,1,0,,22,2026-05-06T06:42:10+00:00
testUncorrelatedCallInConjunctionIsFlattenedOnlyIfSiblingOfCorrelation,easy,4,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testUnionMergeRule,easy,3,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testUnionToDistinctRule,easy,3,True,0,0,,1,1,disjoint_split,22,2026-05-06T06:42:10+00:00
testWhereAnyCorrelatedInSelect,medium,11,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWhereExpressionInCorrelated,medium,11,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWhereExpressionInCorrelated2,medium,11,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWhereInCorrelated,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWhereInJoinCorrelated,medium,8,True,1,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWhereNotInCorrelated,hard,14,True,1,1,select_push,0,0,,22,2026-05-06T06:42:10+00:00
testWhereNotInCorrelated2,hard,18,True,1,1,select_push,0,0,,22,2026-05-06T06:42:10+00:00
testWhereOrSubQuery,medium,10,True,1,1,select_push,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinct,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctCountDistinct,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctFilteredAggs,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctFilteredAggsSameFilter,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctFilteredAggsUniformDistinctKeys,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctFilteredAggsUniformDistinctKeysNoThrow,medium,10,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctNoThrow,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctUniformDistinctKeys,medium,9,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
testWithinDistinctUniformDistinctKeysNoThrow,medium,8,True,0,0,,0,0,,22,2026-05-06T06:42:10+00:00
